Manufacturer,Regulatory Class,Vehicle Type,Model Year,1750,2000,2250,2500,2750,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,All Classes
"Honda","Car","Sedan/Wagon","1983","-","44.65382","36.55371","33.58580","-","-","-","-","-","-","-","-","-","-","-","-","-","35.27589"
"Honda","Car","Sedan/Wagon","1984","-","44.04152","36.04559","33.49855","-","-","-","-","-","-","-","-","-","-","-","-","-","35.17590"
"Honda","Car","Sedan/Wagon","1985","-","44.38543","36.36634","32.11760","30.42950","-","-","-","-","-","-","-","-","-","-","-","-","33.77117"
"Honda","Car","Sedan/Wagon","1986","-","47.55259","37.93869","32.15007","31.77448","-","24.68948","-","-","-","-","-","-","-","-","-","-","33.57911"
"Honda","Car","Sedan/Wagon","1987","-","51.99102","38.05654","33.14850","31.77733","-","24.34746","-","-","-","-","-","-","-","-","-","-","32.83374"
"Honda","Car","Sedan/Wagon","1988","-","60.44752","39.80257","35.90890","31.86502","29.67047","23.62174","-","-","-","-","-","-","-","-","-","-","31.78447"
"Honda","Car","Sedan/Wagon","1989","-","60.31346","39.59733","34.94665","32.56362","29.17794","23.41756","-","-","-","-","-","-","-","-","-","-","31.29346"
"Honda","Car","Sedan/Wagon","1990","-","-","44.44617","37.30442","31.69448","28.90677","23.40237","-","-","-","-","-","-","-","-","-","-","30.40700"
"Honda","Car","Sedan/Wagon","1991","-","-","44.69222","37.33927","32.91966","28.83344","24.72275","-","-","-","-","-","-","-","-","-","-","30.32251"
"Honda","Car","Sedan/Wagon","1992","-","-","52.78636","41.43183","36.85413","29.79522","26.20168","24.17000","-","-","-","-","-","-","-","-","-","30.94502"
"Honda","Car","Sedan/Wagon","1993","-","-","52.30679","41.47824","36.49877","30.14493","27.13567","23.98466","-","-","-","-","-","-","-","-","-","32.15785"
"Honda","Car","Sedan/Wagon","1994","-","-","50.51669","42.90700","35.85537","30.50991","29.92701","23.97036","-","-","-","-","-","-","-","-","-","32.07017"
"Honda","Car","Sedan/Wagon","1995","-","-","55.62696","41.38341","36.62576","30.57201","28.92840","23.98753","-","-","-","-","-","-","-","-","-","32.76924"
"Honda","Car","Sedan/Wagon","1996","-","-","-","41.26176","37.03144","30.76189","28.15565","24.27446","-","-","-","-","-","-","-","-","-","31.82233"
"Honda","Car","Sedan/Wagon","1997","-","-","-","41.75449","36.88804","30.65076","27.96326","24.34324","-","-","-","-","-","-","-","-","-","32.14102"
"Honda","Car","Sedan/Wagon","1998","-","-","-","41.33544","37.15529","32.03025","29.05599","24.28676","-","-","-","-","-","-","-","-","-","31.98629"
"Honda","Car","Sedan/Wagon","1999","-","-","-","40.85305","36.17504","32.06694","28.59005","23.53850","-","-","-","-","-","-","-","-","-","30.93569"
"Honda","Car","Sedan/Wagon","2000","-","76.37650","-","40.72997","35.97238","29.90236","28.53824","23.19870","-","-","-","-","-","-","-","-","-","31.01615"
"Honda","Car","Sedan/Wagon","2001","-","75.58970","66.39890","-","39.31906","29.02949","28.69535","26.01862","-","-","-","-","-","-","-","-","-","32.23965"
"Honda","Car","Sedan/Wagon","2002","-","75.25470","66.39890","-","39.29808","31.37111","28.94832","25.50982","-","-","-","-","-","-","-","-","-","31.95476"
"Honda","Car","Sedan/Wagon","2003","-","75.06970","66.39890","-","38.93566","38.58888","30.06365","26.45818","-","-","-","-","-","-","-","-","-","32.65730"
"Honda","Car","Sedan/Wagon","2004","-","73.81440","66.39890","-","38.67392","38.66387","30.46278","26.84743","-","-","-","-","-","-","-","-","-","32.73255"
"Honda","Car","Sedan/Wagon","2005","-","74.31720","66.39890","-","38.61463","38.73936","31.04841","26.42621","-","-","-","-","-","-","-","-","-","32.84854"
"Honda","Car","Sedan/Wagon","2006","-","73.78240","66.39890","-","39.24120","39.37467","30.82104","26.90581","-","-","-","-","-","-","-","-","-","33.47219"
"Honda","Car","Sedan/Wagon","2007","-","-","-","-","39.81973","39.21433","30.90508","27.15540","-","-","-","-","-","-","-","-","-","33.85184"
"Honda","Car","Sedan/Wagon","2008","-","-","-","-","39.94305","39.60465","31.80415","28.27108","-","-","-","-","-","-","-","-","-","34.25261"
"Honda","Car","Sedan/Wagon","2009","-","-","-","-","40.06496","39.78116","31.99344","28.39395","23.77380","-","-","-","-","-","-","-","-","34.63870"
"Honda","Car","Sedan/Wagon","2010","-","-","-","-","40.19570","41.73057","32.54643","28.32430","23.77380","-","-","-","-","-","-","-","-","35.60279"
"Honda","Car","Sedan/Wagon","2011","-","-","-","-","40.86151","41.19769","34.69956","29.94103","25.65800","-","-","-","-","-","-","-","-","36.46183"
"Honda","Car","Sedan/Wagon","2012","-","-","-","-","41.20160","43.09235","34.73900","30.28217","25.65800","-","-","-","-","-","-","-","-","38.08109"
"Honda","Car","Sedan/Wagon","2013","-","-","-","-","41.41214","42.64517","39.43221","32.10092","-","-","-","-","-","-","-","-","-","40.07295"
"Honda","Car","Sedan/Wagon","2014","-","-","-","-","-","43.92183","39.60212","35.12220","40.40370","-","-","-","-","-","-","-","-","40.60887"
"Honda","Car","Sedan/Wagon","2015","-","-","-","-","47.40817","43.77361","39.99664","36.59209","-","-","-","-","-","-","-","-","-","41.68211"
"Honda","Car","Sedan/Wagon","2016","-","-","-","-","48.68565","47.06550","40.09523","33.61613","40.89200","-","-","-","-","-","-","-","-","42.96590"
"Honda","Car","Sedan/Wagon","2017","-","-","-","-","48.03305","46.37656","40.11690","39.72438","80.33303","-","-","-","-","-","-","-","-","42.90978"
"Honda","Car","Sedan/Wagon","2018","-","-","-","-","46.46814","46.15976","42.29904","47.23851","45.42514","-","-","-","-","-","-","-","-","44.30646"
"Honda","Car","Sedan/Wagon","2019","-","-","-","-","48.72496","45.57930","42.52656","38.32448","55.37055","-","-","-","-","-","-","-","-","43.96858"
"Honda","Car","Sedan/Wagon","2020","-","-","-","-","48.51013","45.20635","42.79337","35.95333","46.74938","-","-","-","-","-","-","-","-","43.67803"
"Honda","Car","Sedan/Wagon","Prelim. 2021","-","-","-","-","-","45.91967","43.66431","43.73246","31.43686","-","-","-","-","-","-","-","-","44.38766"
"Honda","Car","Car SUV","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1994","-","-","-","-","-","-","-","20.42981","-","-","-","-","-","-","-","-","-","20.42981"
"Honda","Car","Car SUV","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Honda","Car","Car SUV","1996","-","-","-","-","-","-","-","19.91108","-","-","-","-","-","-","-","-","-","19.91108"
"Honda","Car","Car SUV","1997","-","-","-","-","-","-","-","19.42725","-","-","-","-","-","-","-","-","-","19.42725"
"Honda","Car","Car SUV","1998","-","-","-","-","-","-","27.41760","21.10829","-","-","-","-","-","-","-","-","-","25.07413"
"Honda","Car","Car SUV","1999","-","-","-","-","-","-","27.52570","21.10388","-","-","-","-","-","-","-","-","-","25.14865"
"Honda","Car","Car SUV","2000","-","-","-","-","-","-","27.52570","21.19692","-","-","-","-","-","-","-","-","-","25.50034"
"Honda","Car","Car SUV","2001","-","-","-","-","-","-","27.52570","21.72472","-","-","-","-","-","-","-","-","-","26.06326"
"Honda","Car","Car SUV","2002","-","-","-","-","-","-","29.71360","21.72484","-","-","-","-","-","-","-","-","-","28.80470"
"Honda","Car","Car SUV","2003","-","-","-","-","-","-","29.71180","-","-","-","-","-","-","-","-","-","-","29.71180"
"Honda","Car","Car SUV","2004","-","-","-","-","-","-","29.36540","-","-","-","-","-","-","-","-","-","-","29.36540"
"Honda","Car","Car SUV","2005","-","-","-","-","-","-","29.66250","-","-","-","-","-","-","-","-","-","-","29.66250"
"Honda","Car","Car SUV","2006","-","-","-","-","-","-","29.66250","-","-","-","-","-","-","-","-","-","-","29.66250"
"Honda","Car","Car SUV","2007","-","-","-","-","-","-","29.86800","-","-","-","-","-","-","-","-","-","-","29.86800"
"Honda","Car","Car SUV","2008","-","-","-","-","-","-","29.72310","-","-","-","-","-","-","-","-","-","-","29.72310"
"Honda","Car","Car SUV","2009","-","-","-","-","-","-","29.72310","-","-","-","-","-","-","-","-","-","-","29.72310"
"Honda","Car","Car SUV","2010","-","-","-","-","-","-","31.24810","27.48270","-","-","-","-","-","-","-","-","-","30.96061"
"Honda","Car","Car SUV","2011","-","-","-","-","-","-","31.24810","27.48270","-","-","-","-","-","-","-","-","-","30.92583"
"Honda","Car","Car SUV","2012","-","-","-","-","-","-","34.12410","28.12785","-","-","-","-","-","-","-","-","-","32.26006"
"Honda","Car","Car SUV","2013","-","-","-","-","-","-","34.14600","30.75077","28.67530","-","-","-","-","-","-","-","-","32.98690"
"Honda","Car","Car SUV","2014","-","-","-","-","-","-","34.15550","30.42696","28.67530","-","-","-","-","-","-","-","-","33.40502"
"Honda","Car","Car SUV","2015","-","-","-","-","-","-","39.37980","32.42972","28.67530","-","-","-","-","-","-","-","-","37.05844"
"Honda","Car","Car SUV","2016","-","-","-","-","-","41.48601","38.83227","32.92851","-","-","-","-","-","-","-","-","-","38.46286"
"Honda","Car","Car SUV","2017","-","-","-","-","-","-","40.62468","30.07100","-","-","-","-","-","-","-","-","-","38.21842"
"Honda","Car","Car SUV","2018","-","-","-","-","-","-","40.65361","30.07100","-","-","-","-","-","-","-","-","-","39.27078"
"Honda","Car","Car SUV","2019","-","-","-","-","-","-","40.71588","31.26652","-","-","-","-","-","-","-","-","-","38.27532"
"Honda","Car","Car SUV","2020","-","-","-","-","-","-","42.24170","31.63285","-","-","-","-","-","-","-","-","-","39.20990"
"Honda","Car","Car SUV","Prelim. 2021","-","-","-","-","-","-","42.39760","31.21879","-","-","-","-","-","-","-","-","-","39.31993"
"Honda","Car","All Car","1975","-","31.37697","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","31.37697"
"Honda","Car","All Car","1976","-","32.93304","29.50072","-","-","-","-","-","-","-","-","-","-","-","-","-","-","32.61964"
"Honda","Car","All Car","1977","-","36.44320","33.92422","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35.54510"
"Honda","Car","All Car","1978","-","33.50391","33.94003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33.72184"
"Honda","Car","All Car","1979","-","30.92682","29.86146","27.89587","-","-","-","-","-","-","-","-","-","-","-","-","-","29.02548"
"Honda","Car","All Car","1980","-","33.56513","32.50554","27.08848","-","-","-","-","-","-","-","-","-","-","-","-","-","29.17636"
"Honda","Car","All Car","1981","-","36.08444","33.62754","28.50865","-","-","-","-","-","-","-","-","-","-","-","-","-","30.79660"
"Honda","Car","All Car","1982","-","40.53359","36.11766","30.81025","-","-","-","-","-","-","-","-","-","-","-","-","-","33.43254"
"Honda","Car","All Car","1983","-","44.65382","36.55371","33.58580","-","-","-","-","-","-","-","-","-","-","-","-","-","35.27589"
"Honda","Car","All Car","1984","-","44.04152","36.04559","33.49855","-","-","-","-","-","-","-","-","-","-","-","-","-","35.17590"
"Honda","Car","All Car","1985","-","44.38543","36.36634","32.11760","30.42950","-","-","-","-","-","-","-","-","-","-","-","-","33.77117"
"Honda","Car","All Car","1986","-","47.55259","37.93869","32.15007","31.77448","-","24.68948","-","-","-","-","-","-","-","-","-","-","33.57911"
"Honda","Car","All Car","1987","-","51.99102","38.05654","33.14850","31.77733","-","24.34746","-","-","-","-","-","-","-","-","-","-","32.83374"
"Honda","Car","All Car","1988","-","60.44752","39.80257","35.90890","31.86502","29.67047","23.62174","-","-","-","-","-","-","-","-","-","-","31.78447"
"Honda","Car","All Car","1989","-","60.31346","39.59733","34.94665","32.56362","29.17794","23.41756","-","-","-","-","-","-","-","-","-","-","31.29346"
"Honda","Car","All Car","1990","-","-","44.44617","37.30442","31.69448","28.90677","23.40237","-","-","-","-","-","-","-","-","-","-","30.40700"
"Honda","Car","All Car","1991","-","-","44.69222","37.33927","32.91966","28.83344","24.72275","-","-","-","-","-","-","-","-","-","-","30.32251"
"Honda","Car","All Car","1992","-","-","52.78636","41.43183","36.85413","29.79522","26.20168","24.17000","-","-","-","-","-","-","-","-","-","30.94502"
"Honda","Car","All Car","1993","-","-","52.30679","41.47824","36.49877","30.14493","27.13567","23.98466","-","-","-","-","-","-","-","-","-","32.15785"
"Honda","Car","All Car","1994","-","-","50.51669","42.90700","35.85537","30.50991","29.92701","23.15289","-","-","-","-","-","-","-","-","-","31.87002"
"Honda","Car","All Car","1995","-","-","55.62696","41.38341","36.62576","30.57201","28.92840","23.98753","-","-","-","-","-","-","-","-","-","32.76924"
"Honda","Car","All Car","1996","-","-","-","41.26176","37.03144","30.76189","28.15565","23.13960","-","-","-","-","-","-","-","-","-","31.60261"
"Honda","Car","All Car","1997","-","-","-","41.75449","36.88804","30.65076","27.96326","23.17791","-","-","-","-","-","-","-","-","-","31.96500"
"Honda","Car","All Car","1998","-","-","-","41.33544","37.15529","32.03025","28.98490","23.37797","-","-","-","-","-","-","-","-","-","31.71791"
"Honda","Car","All Car","1999","-","-","-","40.85305","36.17504","32.06694","28.53076","22.33210","-","-","-","-","-","-","-","-","-","30.60936"
"Honda","Car","All Car","2000","-","76.37650","-","40.72997","35.97238","29.90236","28.48654","22.42339","-","-","-","-","-","-","-","-","-","30.76354"
"Honda","Car","All Car","2001","-","75.58970","66.39890","-","39.31906","29.02949","28.61892","24.90799","-","-","-","-","-","-","-","-","-","31.91634"
"Honda","Car","All Car","2002","-","75.25470","66.39890","-","39.29808","31.37111","28.99326","25.27286","-","-","-","-","-","-","-","-","-","31.83430"
"Honda","Car","All Car","2003","-","75.06970","66.39890","-","38.93566","38.58888","30.04430","26.45818","-","-","-","-","-","-","-","-","-","32.55528"
"Honda","Car","All Car","2004","-","73.81440","66.39890","-","38.67392","38.66387","30.37921","26.84743","-","-","-","-","-","-","-","-","-","32.58372"
"Honda","Car","All Car","2005","-","74.31720","66.39890","-","38.61463","38.73936","30.94859","26.42621","-","-","-","-","-","-","-","-","-","32.72311"
"Honda","Car","All Car","2006","-","73.78240","66.39890","-","39.24120","39.37467","30.70551","26.90581","-","-","-","-","-","-","-","-","-","33.27539"
"Honda","Car","All Car","2007","-","-","-","-","39.81973","39.21433","30.73114","27.15540","-","-","-","-","-","-","-","-","-","33.46510"
"Honda","Car","All Car","2008","-","-","-","-","39.94305","39.60465","31.29860","28.27108","-","-","-","-","-","-","-","-","-","33.78638"
"Honda","Car","All Car","2009","-","-","-","-","40.06496","39.78116","31.53019","28.39395","23.77380","-","-","-","-","-","-","-","-","34.17110"
