Manufacturer,Regulatory Class,Vehicle Type,Model Year,1750,2000,2250,2500,2750,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,All Classes
"All","Truck","Minivan/Van","2003","-","-","-","-","-","-","-","25.43258","23.57861","19.26932","18.24022","18.49378","-","-","-","-","-","23.47400"
"All","Truck","Minivan/Van","2004","-","-","-","-","-","-","-","25.08044","24.15896","20.35864","19.10772","18.73647","-","-","-","-","-","23.70526"
"All","Truck","Minivan/Van","2005","-","-","-","-","-","-","-","25.45569","24.06943","20.66434","19.31211","18.23434","-","-","-","-","-","23.98177"
"All","Truck","Minivan/Van","2006","-","-","-","-","-","-","-","25.70490","24.51044","19.85301","19.15866","18.16809","-","-","-","-","-","24.25471"
"All","Truck","Minivan/Van","2007","-","-","-","-","-","-","-","25.94861","24.24106","20.40557","19.24356","18.12850","-","-","-","-","-","24.19281"
"All","Truck","Minivan/Van","2008","-","-","-","-","-","-","30.67962","-","24.67626","23.90433","19.34456","17.58191","-","-","-","-","-","24.62053"
"All","Truck","Minivan/Van","2009","-","-","-","-","-","-","30.29683","-","24.68221","25.31309","17.77390","17.74247","-","-","-","-","-","24.96129"
"All","Truck","Minivan/Van","2010","-","-","-","-","-","-","30.46475","-","24.40232","25.34097","18.55154","18.35187","-","-","-","-","-","25.03884"
"All","Truck","Minivan/Van","2011","-","-","-","-","-","-","30.13650","-","26.59793","22.87598","18.29784","17.76027","14.44360","15.37069","-","-","-","26.25690"
"All","Truck","Minivan/Van","2012","-","-","-","-","-","-","31.28044","-","26.67959","22.59881","18.12594","17.87644","15.69034","15.03332","-","14.53650","-","26.64545"
"All","Truck","Minivan/Van","2013","-","-","-","-","-","-","31.10362","-","26.57643","24.98996","18.51121","17.80381","14.50323","15.11620","-","-","-","26.33028"
"All","Truck","Minivan/Van","2014","-","-","-","-","-","-","32.57206","30.28245","26.79614","22.65885","18.47153","18.01000","15.52859","15.22795","-","-","-","26.63438"
"All","Truck","Minivan/Van","2015","-","-","-","-","-","-","33.57129","30.61052","26.98666","24.34195","-","20.75677","16.53006","15.43811","-","-","-","27.43383"
"All","Truck","Minivan/Van","2016","-","-","-","-","-","-","32.30622","29.49735","27.04285","25.13609","20.07600","20.00628","15.96760","17.40634","-","-","-","27.17964"
"All","Truck","Minivan/Van","2017","-","-","-","-","-","-","33.33591","29.37023","27.64522","27.95623","-","19.52366","15.48440","15.26820","-","-","-","27.99854"
"All","Truck","Minivan/Van","2018","-","-","-","-","-","-","32.74550","29.82616","27.85031","30.88186","-","19.50977","-","-","-","-","-","28.53612"
"All","Truck","Minivan/Van","2019","-","-","-","-","-","-","33.57418","35.32499","27.47040","28.82352","-","19.88182","-","-","-","-","-","28.21721"
"All","Truck","Minivan/Van","2020","-","-","-","-","-","-","33.62945","34.97140","28.78751","29.73738","-","21.78870","20.43390","-","-","-","-","29.71793"
"All","Truck","Minivan/Van","Prelim. 2021","-","-","-","-","-","-","33.62067","34.17073","29.25880","42.12667","-","21.65670","20.24961","-","-","-","-","34.11739"
"All","Truck","Truck SUV","1975","-","-","-","-","16.83980","-","-","13.21318","13.46319","11.14429","10.52594","10.27820","-","-","-","-","-","12.98807"
"All","Truck","Truck SUV","1976","-","-","-","-","17.76656","15.38266","-","13.78392","13.86052","12.83256","11.24507","11.88777","-","-","-","-","-","13.85568"
"All","Truck","Truck SUV","1977","-","-","-","-","18.62644","16.82875","-","14.70970","15.41661","13.58053","11.73960","11.91680","-","-","-","-","-","15.12592"
"All","Truck","Truck SUV","1978","-","-","-","-","18.14481","16.77012","-","14.52164","14.68016","12.95074","11.84142","11.36369","-","-","-","-","-","14.46186"
"All","Truck","Truck SUV","1979","-","25.67000","-","-","-","17.20604","15.59958","15.66324","12.86371","11.39795","10.59883","-","-","-","-","-","-","12.43441"
"All","Truck","Truck SUV","1980","-","25.16000","-","-","-","19.68050","16.26682","15.91055","14.50721","14.02845","13.80877","13.36068","-","-","-","-","-","15.52008"
"All","Truck","Truck SUV","1981","-","25.16000","-","-","-","20.87691","17.24123","16.87092","15.78045","15.27345","14.11715","-","-","-","-","-","-","16.81935"
"All","Truck","Truck SUV","1982","-","25.20000","24.81000","-","-","20.19117","-","19.37447","15.65204","15.12792","21.17129","21.20000","-","-","-","-","-","17.27347"
"All","Truck","Truck SUV","1983","-","25.20000","24.81000","-","-","20.46711","23.38320","21.87633","15.68145","15.72469","20.23735","20.81364","-","-","-","-","-","18.54059"
"All","Truck","Truck SUV","1984","-","-","28.76000","-","-","22.64386","21.31263","22.14734","14.78839","15.31119","17.91242","20.99562","-","-","-","-","-","19.01569"
"All","Truck","Truck SUV","1985","-","-","28.76000","-","-","24.47596","21.78497","22.03458","15.02756","15.71552","16.07805","21.42639","-","-","-","-","-","19.40313"
"All","Truck","Truck SUV","1986","-","-","33.10000","-","25.55000","22.76548","21.81359","21.09737","15.60013","16.41431","15.72324","22.07023","-","-","-","-","-","20.06322"
"Stellantis","Truck","Truck SUV","Prelim. 2021","-","-","-","-","-","-","32.79086","30.21929","28.39718","27.48773","25.93295","18.26774","-","-","-","-","-","28.70499"
"Stellantis","Truck","Pickup","1975","-","-","-","-","-","-","18.74980","13.48249","12.80288","11.95161","10.75449","-","-","-","-","-","-","13.04350"
"Stellantis","Truck","Pickup","1976","-","-","-","-","-","-","19.84331","15.33242","13.14933","12.46892","11.32373","-","-","-","-","-","-","14.00261"
"Stellantis","Truck","Pickup","1977","-","-","-","-","-","-","19.87756","15.73636","13.76505","13.27088","11.91097","-","-","-","-","-","-","14.46419"
"Stellantis","Truck","Pickup","1978","-","-","-","-","-","-","19.08034","15.34449","13.34255","13.24037","11.95574","-","-","-","-","-","-","14.50208"
"Stellantis","Truck","Pickup","1979","-","-","-","-","23.92660","-","-","16.56303","12.34701","11.73336","11.66892","-","-","-","-","-","-","14.97975"
"Stellantis","Truck","Pickup","1980","-","-","-","-","24.70730","-","18.21588","17.97193","13.77695","12.77764","11.42000","-","-","-","-","-","-","19.79537"
"Stellantis","Truck","Pickup","1981","-","-","-","-","25.09339","23.64003","20.16141","18.28243","14.90753","-","-","-","-","-","-","-","-","19.92988"
"Stellantis","Truck","Pickup","1982","-","-","-","29.62780","27.75334","23.69412","22.51339","18.67249","15.26122","13.73462","-","-","-","-","-","-","-","21.24093"
"Stellantis","Truck","Pickup","1983","-","-","-","33.65324","29.02993","26.06146","24.73887","18.98056","15.11358","13.42220","-","-","-","-","-","-","-","23.39686"
"Stellantis","Truck","Pickup","1984","-","-","-","29.98722","27.80857","25.32489","20.59519","17.74655","14.15963","12.50787","-","-","-","-","-","-","-","19.39359"
"Stellantis","Truck","Pickup","1985","-","-","-","-","28.30210","26.29343","22.31012","17.18595","14.92349","13.35406","-","-","-","-","-","-","-","18.56230"
"Stellantis","Truck","Pickup","1986","-","-","-","-","28.67681","25.29792","23.02714","17.78459","14.89860","12.95021","-","-","-","-","-","-","-","20.19399"
"Stellantis","Truck","Pickup","1987","-","-","-","-","29.87000","27.39398","22.54916","18.64210","15.15205","13.72715","-","-","-","-","-","-","-","21.20959"
"Stellantis","Truck","Pickup","1988","-","-","-","-","29.59000","26.86673","21.68067","19.04533","16.14606","13.76818","-","-","-","-","-","-","-","20.79404"
"Stellantis","Truck","Pickup","1989","-","-","-","-","29.59000","27.36287","20.66365","18.24969","15.49080","13.95596","-","-","-","-","-","-","-","19.94014"
"Stellantis","Truck","Pickup","1990","-","-","-","-","-","25.00403","22.85929","19.65291","16.03526","13.96348","-","-","-","-","-","-","-","19.12996"
"Stellantis","Truck","Pickup","1991","-","-","-","-","-","24.53599","23.21067","19.32152","16.02599","14.23445","12.37000","-","-","-","-","-","-","18.81299"
"Stellantis","Truck","Pickup","1992","-","-","-","-","-","24.62578","22.95325","19.32832","17.33203","15.17290","13.88373","-","-","-","-","-","-","19.20914"
"Stellantis","Truck","Pickup","1993","-","-","-","-","-","26.37887","21.97167","19.49150","17.25464","15.75482","14.15999","-","-","-","-","-","-","18.92903"
"Stellantis","Truck","Pickup","1994","-","-","-","-","-","-","23.61137","20.69746","18.05973","15.89741","15.22522","-","-","-","-","-","-","18.76813"
"Stellantis","Truck","Pickup","1995","-","-","-","-","-","-","26.04905","20.28191","17.46529","15.78833","15.05069","-","-","-","-","-","-","17.76864"
"Stellantis","Truck","Pickup","1996","-","-","-","-","-","-","23.22830","19.92258","17.59453","16.55449","15.12315","-","-","-","-","-","-","17.35134"
"Stellantis","Truck","Pickup","1997","-","-","-","-","-","-","24.59614","20.26226","17.96532","17.11437","16.02236","-","-","-","-","-","-","17.71368"
"Stellantis","Truck","Pickup","1998","-","-","-","-","-","-","26.77880","20.85702","18.58721","17.00772","16.29146","15.53009","-","-","-","-","-","18.02159"
"Stellantis","Truck","Pickup","1999","-","-","-","-","-","-","26.42700","20.21676","17.95118","17.29303","16.24009","16.19590","-","-","-","-","-","17.74021"
"Stellantis","Truck","Pickup","2000","-","-","-","-","-","-","25.68940","21.25089","18.90624","17.00032","16.14560","15.75879","-","-","-","-","-","18.40917"
"Stellantis","Truck","Pickup","2001","-","-","-","-","-","-","25.64160","20.35338","18.93738","17.06082","15.49442","15.82882","-","-","-","-","-","17.34707"
"Stellantis","Truck","Pickup","2002","-","-","-","-","-","-","25.99460","20.81375","19.18999","18.27496","16.51476","15.29468","-","-","-","-","-","17.88764"
"Stellantis","Truck","Pickup","2003","-","-","-","-","-","-","-","21.14426","19.87198","18.93728","17.05040","16.10824","-","-","-","-","-","18.21142"
"Stellantis","Truck","Pickup","2004","-","-","-","-","-","-","-","22.15942","20.38195","17.99175","16.95910","15.99385","-","-","-","-","-","17.91516"
"Stellantis","Truck","Pickup","2005","-","-","-","-","-","-","-","-","20.84060","18.36088","16.92305","13.02516","-","-","-","-","-","18.15121"
"Stellantis","Truck","Pickup","2006","-","-","-","-","-","-","-","-","20.76869","19.66927","18.45799","15.80280","-","-","-","-","-","18.99993"
"Stellantis","Truck","Pickup","2007","-","-","-","-","-","-","-","-","21.50737","18.82551","18.53892","18.17132","-","-","-","-","-","18.93852"
"Stellantis","Truck","Pickup","2008","-","-","-","-","-","-","-","-","21.41634","19.65622","20.13354","17.55335","-","-","-","-","-","20.22884"
"Stellantis","Truck","Pickup","2009","-","-","-","-","-","-","-","-","20.56738","20.01464","19.88770","18.36950","-","-","-","-","-","19.51597"
"Stellantis","Truck","Pickup","2010","-","-","-","-","-","-","-","-","20.98479","20.27051","19.67137","-","-","-","-","-","-","19.82686"
"Stellantis","Truck","Pickup","2011","-","-","-","-","-","-","-","-","21.10163","20.07107","19.74788","-","-","-","-","-","-","19.90775"
"Stellantis","Truck","Pickup","2012","-","-","-","-","-","-","-","-","21.14310","20.47536","19.52758","-","-","-","-","-","-","19.69163"
"Stellantis","Truck","Pickup","2013","-","-","-","-","-","-","-","-","25.71209","21.60509","20.04468","19.83982","-","-","-","-","-","20.36613"
"Stellantis","Truck","Pickup","2014","-","-","-","-","-","-","-","-","25.63892","22.63689","21.52294","20.92342","-","-","-","-","-","21.45674"
"Stellantis","Truck","Pickup","2015","-","-","-","-","-","-","-","-","25.66285","23.63915","21.80536","26.18576","-","-","-","-","-","22.60599"
"Stellantis","Truck","Pickup","2016","-","-","-","-","-","-","-","-","25.64169","23.92322","21.98322","25.48616","-","-","-","-","-","22.60326"
"Stellantis","Truck","Pickup","2017","-","-","-","-","-","-","-","-","-","24.68356","22.02061","23.50888","-","-","-","-","-","22.43131"
"Stellantis","Truck","Pickup","2018","-","-","-","-","-","-","-","-","-","25.05961","22.36832","24.80329","-","-","-","-","-","22.96768"
"Stellantis","Truck","Pickup","2019","-","-","-","-","-","-","-","-","25.62170","24.87731","22.46806","21.50226","-","-","-","-","-","22.60919"
"Stellantis","Truck","Pickup","2020","-","-","-","-","-","-","-","-","25.62170","24.38717","22.67740","29.18127","-","-","-","-","-","23.38012"
"Stellantis","Truck","Pickup","Prelim. 2021","-","-","-","-","-","-","-","-","25.62170","24.90344","23.63153","29.45108","-","15.00980","-","-","-","23.81573"
"Stellantis","Truck","All Truck","1975","-","-","-","-","16.83980","-","18.80155","13.90311","11.92045","11.93796","10.65853","-","-","-","-","-","-","13.21724"
"Stellantis","Truck","All Truck","1976","-","-","-","-","17.76656","15.38266","19.65611","14.86292","13.41834","12.17613","11.28583","-","-","-","-","-","-","14.29096"
"Stellantis","Truck","All Truck","1977","-","-","-","-","18.62644","16.82875","19.76255","15.38092","13.59538","12.42358","11.88305","-","-","-","-","-","-","14.50896"
"Stellantis","Truck","All Truck","1978","-","-","-","-","18.14481","16.77012","19.12610","15.01762","13.18666","12.87619","11.95124","-","-","-","-","-","-","14.41982"
"Stellantis","Truck","All Truck","1979","-","-","-","-","23.92660","17.20604","15.59958","16.26172","13.01257","11.76919","10.63172","-","-","-","-","-","-","14.66326"
"Stellantis","Truck","All Truck","1980","-","-","-","-","24.70730","19.68050","17.10187","17.79995","13.59884","12.71437","11.24414","-","-","-","-","-","-","18.17389"
"Stellantis","Truck","All Truck","1981","-","-","-","-","25.09339","21.75719","19.77696","18.01727","15.06660","13.35887","11.10000","-","-","-","-","-","-","18.84019"
"Stellantis","Truck","All Truck","1982","-","-","-","29.62780","27.75334","22.03805","21.59730","18.48868","15.24508","13.58444","-","-","-","-","-","-","-","19.40125"
"Stellantis","Truck","All Truck","1983","-","-","-","33.65324","29.02993","23.18294","24.73887","18.78984","15.22418","13.55008","-","-","-","-","-","-","-","20.60785"
"Stellantis","Truck","All Truck","1984","-","-","-","29.98722","28.36666","23.55092","22.61315","17.19167","14.22396","12.33971","11.17000","-","-","-","-","-","-","19.39904"
"Stellantis","Truck","All Truck","1985","-","-","-","-","28.55193","25.86150","23.12103","17.17795","14.80168","13.67571","12.00000","-","-","-","-","-","-","19.39087"
"Stellantis","Truck","All Truck","1986","-","-","-","-","28.74742","25.84530","22.93052","17.91514","15.51314","13.91221","12.22000","-","-","-","-","-","-","20.71019"
"Stellantis","Truck","All Truck","1987","-","-","-","-","29.77561","26.67135","23.13469","19.52966","15.82085","13.98812","12.03000","-","-","-","-","-","-","21.33331"
"Stellantis","Truck","All Truck","1988","-","-","-","-","29.59000","26.47704","22.28698","21.82488","16.19123","14.53393","12.85376","-","-","-","-","-","-","21.38987"
"Stellantis","Truck","All Truck","1989","-","-","-","-","29.59000","25.42269","22.01922","21.90555","15.71838","14.02809","12.21000","-","-","-","-","-","-","21.04598"
"Stellantis","Truck","All Truck","1990","-","-","-","-","-","22.96667","22.85250","22.34361","16.22898","14.68269","12.37000","-","-","-","-","-","-","21.43516"
"Stellantis","Truck","All Truck","1991","-","-","-","-","-","25.49370","21.35253","22.41463","16.76122","14.94262","12.37000","-","-","-","-","-","-","21.12401"
"Stellantis","Truck","All Truck","1992","-","-","-","-","-","24.19274","21.43501","22.29320","17.18199","15.22218","14.59637","-","-","-","-","-","-","21.35545"
"Stellantis","Truck","All Truck","1993","-","-","-","-","-","23.39907","23.02040","22.08996","17.61437","15.77858","14.65465","-","-","-","-","-","-","21.92399"
"Stellantis","Truck","All Truck","1994","-","-","-","-","-","22.73486","22.12600","21.14075","17.99380","16.00681","15.28232","-","-","-","-","-","-","20.49126"
"Stellantis","Truck","All Truck","1995","-","-","-","-","-","22.63338","22.94291","20.29805","17.34512","15.82332","15.06056","-","-","-","-","-","-","20.13821"
"Stellantis","Truck","All Truck","1996","-","-","-","-","-","27.65017","20.35263","21.79415","19.50885","16.57955","15.11913","-","-","-","-","-","-","20.15118"
"Stellantis","Truck","All Truck","1997","-","-","-","-","-","-","21.16697","21.65177","19.55266","17.12884","16.00672","14.41110","-","-","-","-","-","20.19016"
"Stellantis","Truck","All Truck","1998","-","-","-","-","-","-","20.88254","21.92545","19.89452","16.82415","16.32901","15.53009","-","-","-","-","-","19.95665"
"Stellantis","Truck","All Truck","1999","-","-","-","-","-","-","22.03221","21.97082","19.32324","16.88298","16.28462","16.19590","-","-","-","-","-","19.79163"
"Stellantis","Truck","All Truck","2000","-","-","-","-","-","-","20.38680","22.54759","19.59640","17.08914","16.10834","15.75879","-","-","-","-","-","20.32243"
"Stellantis","Truck","All Truck","2001","-","-","-","-","-","-","21.04257","21.11076","21.27286","17.12984","15.52128","15.82882","-","-","-","-","-","19.41138"
"Stellantis","Truck","All Truck","2002","-","-","-","-","-","-","21.87940","21.84091","21.06403","17.99660","16.49797","15.29468","-","-","-","-","-","20.01371"
"Stellantis","Truck","All Truck","2003","-","-","-","-","-","-","22.13085","23.02392","22.14246","18.87385","17.05040","16.10824","-","-","-","-","-","20.78720"
"Stellantis","Truck","All Truck","2004","-","-","-","-","-","-","22.22106","21.48184","21.60593","18.04229","16.96874","15.99385","-","-","-","-","-","19.74463"
"Stellantis","Truck","All Truck","2005","-","-","-","-","-","-","20.03952","23.48484","22.57168","18.44206","16.99985","13.02516","-","-","-","-","-","20.91263"
"Stellantis","Truck","All Truck","2006","-","-","-","-","-","-","23.78380","22.01728","23.00390","19.36180","18.40112","15.80280","-","-","-","-","-","21.00026"
"Stellantis","Truck","All Truck","2007","-","-","-","-","-","-","29.06291","22.75846","22.36018","19.16067","18.57905","18.17132","-","-","-","-","-","21.48697"
"Stellantis","Truck","All Truck","2008","-","-","-","-","-","-","30.02177","22.50445","22.92115","20.82234","19.76247","17.55335","-","-","-","-","-","22.39250"
"Stellantis","Truck","All Truck","2009","-","-","-","-","-","-","28.88682","22.34645","22.97802","22.02819","19.84574","18.49784","-","-","-","-","-","22.40825"
"Stellantis","Truck","All Truck","2010","-","-","-","-","-","-","29.77419","22.12412","23.24861","23.10630","19.67381","-","-","-","-","-","-","22.94223"
"Stellantis","Truck","All Truck","2011","-","-","-","-","-","-","30.79808","22.60553","23.82858","23.37481","19.79097","-","-","-","-","-","-","23.19287"
"Stellantis","Truck","All Truck","2012","-","-","-","-","-","-","29.83711","24.32561","24.44148","22.95031","19.45727","-","-","-","-","-","-","23.11338"
"Stellantis","Truck","All Truck","2013","-","-","-","-","-","-","29.98379","25.23136","24.32782","24.16123","19.91733","19.83982","-","-","-","-","-","23.36016"
"Stellantis","Truck","All Truck","2014","-","-","-","-","-","-","30.19556","27.25424","25.03240","24.81807","21.64036","20.92342","-","-","-","-","-","24.48155"
"Stellantis","Truck","All Truck","2015","-","-","-","-","-","-","30.89002","27.77373","24.77487","25.22214","21.83189","26.18576","-","-","-","-","-","25.23037"
"Stellantis","Truck","All Truck","2016","-","-","-","-","-","-","30.81148","28.40254","24.63513","26.67963","21.99473","25.48616","-","-","-","-","-","25.60771"
"Stellantis","Truck","All Truck","2017","-","-","-","-","-","-","31.28217","27.88793","25.46969","27.00867","21.94696","23.50888","-","-","-","-","-","25.67909"
"Stellantis","Truck","All Truck","2018","-","-","-","-","-","-","32.45315","28.26807","26.34219","27.67353","22.29035","22.39575","-","-","-","-","-","26.79996"
"Stellantis","Truck","All Truck","2019","-","-","-","-","-","-","32.48055","29.74554","27.01913","26.89900","22.41269","21.41125","-","-","-","-","-","25.95215"
"Stellantis","Truck","All Truck","2020","-","-","-","-","-","-","32.41396","29.50373","28.31086","26.58653","22.53999","27.56710","-","-","-","-","-","26.53721"
"Stellantis","Truck","All Truck","Prelim. 2021","-","-","-","-","-","-","32.76001","30.21929","28.58373","27.51117","23.97269","27.16957","-","15.00980","-","-","-","27.19575"
"Stellantis","All","All","1975","-","-","26.62000","23.38913","19.62524","20.77267","19.49067","15.15724","12.62668","13.72325","12.21744","-","-","-","-","-","-","15.28350"
"Stellantis","All","All","1976","-","-","24.64158","26.06367","21.19704","20.55047","19.51754","17.09812","13.86133","13.60594","12.09850","-","-","-","-","-","-","16.25519"
"Stellantis","All","All","1977","-","-","29.62760","28.41094","20.20349","20.03288","20.37582","17.03960","14.21125","13.20787","12.10808","-","-","-","-","-","-","16.17961"
"Stellantis","All","All","1978","-","-","28.13229","28.20530","20.80841","22.01508","19.92765","16.78136","14.31050","13.42810","11.37605","-","-","-","-","-","-","17.59526"
"Stellantis","All","All","1979","-","37.60868","32.59816","28.00825","24.00775","19.56124","19.51363","17.50231","14.32542","11.76919","10.63172","-","-","-","-","-","-","18.82364"
"Stellantis","All","All","1980","-","38.80187","31.27870","27.49245","24.74133","21.94706","19.85574","17.53643","13.59884","12.71437","11.24414","-","-","-","-","-","-","21.53686"
"Stellantis","All","All","1981","-","41.73093","33.97188","29.61948","26.60134","22.66061","20.85265","18.30608","15.06660","13.35887","11.10000","-","-","-","-","-","-","24.50471"
"Stellantis","All","All","1982","-","41.66638","36.17088","31.10862","28.74775","24.67234","21.95841","19.20502","15.24508","13.34636","-","-","-","-","-","-","-","24.53148"
"Stellantis","All","All","1983","-","42.74010","36.03826","33.20511","30.06072","24.35322","23.09252","19.05455","15.22418","13.50801","-","-","-","-","-","-","-","25.77675"
"Stellantis","All","All","1984","-","44.81335","36.24054","31.21682","28.84175","25.46803","22.60531","18.24663","14.22396","12.30248","11.17000","-","-","-","-","-","-","24.62631"
"Stellantis","All","All","1985","-","-","37.53244","31.42120","29.62365","26.19158","23.12402","19.22730","14.80168","13.64304","12.00000","-","-","-","-","-","-","24.60964"
"Stellantis","All","All","1986","-","-","39.26402","31.68714","29.56982","26.92184","22.90856","19.76461","15.51314","13.86570","12.22000","-","-","-","-","-","-","24.77944"
"Stellantis","All","All","1987","-","-","38.80020","30.17102","29.34183","26.55573","23.08673","20.43245","15.82085","13.98812","12.03000","-","-","-","-","-","-","24.59440"
"Stellantis","All","All","1988","-","-","39.74590","32.65803","30.23490","27.61284","22.75488","21.73840","16.19123","14.53393","12.85376","-","-","-","-","-","-","24.66774"
"Stellantis","All","All","1989","-","-","-","36.52609","30.61857","28.04901","22.93983","21.86665","15.71838","14.02809","12.21000","-","-","-","-","-","-","24.07204"
"Stellantis","All","All","1990","-","-","-","35.30760","31.56129","28.13748","23.91304","22.47813","16.22898","14.68269","12.37000","-","-","-","-","-","-","23.91180"
"Stellantis","All","All","1991","-","-","-","36.95646","31.99946","28.47279","23.41253","22.47391","16.76122","14.94262","12.37000","-","-","-","-","-","-","24.08433"
"Stellantis","All","All","1992","-","-","-","36.76092","32.62686","28.19420","23.17028","22.32184","17.18199","15.22218","14.59637","-","-","-","-","-","-","23.65313"
"Stellantis","All","All","1993","-","-","42.51000","36.99209","32.28213","28.40801","23.91111","20.96235","17.61437","15.77858","14.65465","-","-","-","-","-","-","23.53069"
"Stellantis","All","All","1994","-","-","41.80000","35.75780","31.90595","27.55921","23.13924","21.49880","17.99380","16.00681","15.28232","-","-","-","-","-","-","22.18627"
"Stellantis","All","All","1995","-","-","41.80000","37.35503","31.86471","25.56035","24.21681","20.76441","17.34512","15.82332","15.06056","-","-","-","-","-","-","22.94080"
"Stellantis","All","All","1996","-","-","41.68911","33.86045","31.10690","29.69411","23.61136","22.03148","19.50885","16.57955","15.11913","-","-","-","-","-","-","22.17012"
"Stellantis","All","All","1997","-","-","-","-","31.23287","29.83522","24.06547","21.91743","19.54984","17.12884","16.00672","14.41110","-","-","-","-","-","22.17092"
"Stellantis","All","All","1998","-","-","-","-","31.76527","31.59228","24.81557","21.84723","19.89452","16.82415","16.32901","15.53009","-","-","-","-","-","21.88288"
"Stellantis","All","All","1999","-","-","-","-","31.07365","27.93361","26.35049","22.33413","19.32064","16.88298","16.28462","16.19590","-","-","-","-","-","21.48081"
"Stellantis","All","All","2000","-","-","-","-","32.53388","30.62000","24.81767","22.69330","19.59449","17.08914","16.10834","15.75879","-","-","-","-","-","22.28193"
"Stellantis","All","All","2001","-","-","-","-","34.57070","31.87720","26.31367","21.54587","21.27137","17.12984","15.52128","15.82882","-","-","-","-","-","21.58261"
"Stellantis","All","All","2002","-","-","-","-","36.13500","31.48316","26.28411","22.12054","21.06366","17.99660","16.49797","15.29468","-","-","-","-","-","21.83221"
"Stellantis","All","All","2003","-","-","-","-","37.13300","32.88409","26.68035","22.98397","22.14130","18.87385","17.05040","16.10824","-","-","-","-","-","22.25256"
"Stellantis","All","All","2004","-","-","-","-","37.13670","32.50430","27.89280","21.81040","21.69242","18.75541","16.96874","15.99385","-","-","-","-","-","21.99580"
"Stellantis","All","All","2005","-","-","-","-","33.31223","32.05579","27.17686","23.81450","22.59202","19.02798","16.99985","13.02516","-","-","-","-","-","22.61427"
"Stellantis","All","All","2006","-","-","-","-","-","-","27.78232","23.56360","22.79707","19.57489","18.40112","15.80280","-","-","-","-","-","22.54433"
"Stellantis","All","All","2007","-","-","-","-","-","-","30.05800","23.52970","22.32146","19.34687","18.57905","18.17132","-","-","-","-","-","23.16683"
"Stellantis","All","All","2008","-","-","-","-","-","-","30.49423","25.03691","22.81893","20.84846","19.76247","17.55335","-","-","-","-","-","24.14983"
"Stellantis","All","All","2009","-","-","-","-","-","35.28900","30.25005","25.47234","22.93351","22.02819","19.84574","18.49784","-","-","-","-","-","23.86148"
"Stellantis","All","All","2010","-","-","-","-","-","33.57080","31.12121","25.10843","23.21603","23.10630","19.67381","-","-","-","-","-","-","24.34915"
"Stellantis","All","All","2011","-","-","-","-","-","35.74770","31.16816","25.60035","23.70613","23.37481","19.79097","-","-","-","-","-","-","24.16935"
"Stellantis","All","All","2012","-","-","-","44.80370","39.92426","35.74770","31.02194","26.95601","24.33079","22.95031","19.45727","-","-","-","-","-","-","25.04406"
"Stellantis","All","All","2013","-","-","-","46.22150","40.27565","165.04790","32.88946","27.66763","24.24754","24.16123","19.91733","19.83982","-","-","-","-","-","26.08075"
"Stellantis","All","All","2014","-","-","-","46.57810","40.16288","165.04790","31.90162","28.42141","24.92435","24.79652","21.64036","20.92342","-","-","-","-","-","25.92060"
"Stellantis","All","All","2015","-","-","-","46.57340","39.87584","82.65843","33.83130","29.08788","24.70236","25.20500","21.83189","26.18576","-","-","-","-","-","27.31233"
"Stellantis","All","All","2016","-","-","-","46.57810","39.21573","101.09799","32.35217","29.49288","24.57831","26.66305","21.99473","25.48616","-","-","-","-","-","27.04180"
"Stellantis","All","All","2017","-","-","-","46.57810","39.50911","106.45380","31.70560","29.11940","25.41363","26.99632","21.94696","23.50888","-","-","-","-","-","26.47852"
"Stellantis","All","All","2018","-","-","-","-","38.52975","106.35896","32.77129","29.23589","26.07477","27.66297","22.29035","22.39575","-","-","-","-","-","27.27795"
"Stellantis","All","All","2019","-","-","-","-","38.69706","123.22494","32.78814","30.41420","26.49660","26.89387","22.41269","21.41125","-","-","-","-","-","26.56388"
"Stellantis","All","All","2020","-","-","-","-","39.41606","-","32.74573","30.08583","27.44847","26.52383","22.53999","27.56710","-","-","-","-","-","26.87392"
"Stellantis","All","All","Prelim. 2021","-","-","-","-","-","-","32.96470","30.45032","27.40401","27.29697","23.97269","27.16957","-","15.00980","-","-","-","27.40152"
"Honda","Car","Sedan/Wagon","1975","-","31.37697","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","31.37697"
"Honda","Car","Sedan/Wagon","1976","-","32.93304","29.50072","-","-","-","-","-","-","-","-","-","-","-","-","-","-","32.61964"
"Honda","Car","Sedan/Wagon","1977","-","36.44320","33.92422","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35.54510"
"Honda","Car","Sedan/Wagon","1978","-","33.50391","33.94003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33.72184"
"Honda","Car","Sedan/Wagon","1979","-","30.92682","29.86146","27.89587","-","-","-","-","-","-","-","-","-","-","-","-","-","29.02548"
"Honda","Car","Sedan/Wagon","1980","-","33.56513","32.50554","27.08848","-","-","-","-","-","-","-","-","-","-","-","-","-","29.17636"
"Honda","Car","Sedan/Wagon","1981","-","36.08444","33.62754","28.50865","-","-","-","-","-","-","-","-","-","-","-","-","-","30.79660"
"Honda","Car","Sedan/Wagon","1982","-","40.53359","36.11766","30.81025","-","-","-","-","-","-","-","-","-","-","-","-","-","33.43254"
