Vehicle Type,Cylinder Number,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Car SUV","6","2010","387","0.423246","26.26328","20.91920","17.77486","24.14077","424.82508","499.97583","368.13241","4277.879","48.08647","202.4796","261.3602","7.6877","1.297961","0.061429","44.87873","0.827","0.108","0.065","0.000","-","0.929","0.015","-","-","0.239","0.761","-","-","-","-","-","-","-","0.015","0.985","0.005","-","-","1.000","0.999","6.0","0.056","0.007","0.047","0.838","0.036","-","-"
"Car SUV","6","2011","411","0.340686","26.99496","21.41523","18.21583","24.68612","414.98509","487.87249","359.99987","4214.315","48.25221","202.7219","269.4711","7.4989","1.334802","0.064207","45.24444","0.828","0.127","0.045","-","-","0.946","0.006","-","-","0.260","0.740","-","-","-","-","-","-","-","0.006","0.994","0.003","-","-","1.000","0.995","6.0","0.048","0.005","0.026","0.883","0.031","-","-"
"Car SUV","6","2012","449","0.354738","26.12926","20.77031","17.55391","24.10181","427.87030","506.26899","368.72743","4200.096","47.80438","206.4451","265.8608","7.6034","1.294097","0.063495","43.77678","0.678","0.220","0.102","-","-","0.946","0.004","-","-","0.347","0.653","-","-","-","-","-","-","-","0.004","0.996","0.000","-","0.044","0.944","0.944","5.8","0.050","0.056","0.070","0.788","0.032","-","-"
"Car SUV","6","2013","434","0.286870","27.27337","21.57622","18.10865","25.21928","411.88863","490.75997","352.38919","4393.325","49.00580","215.4457","286.1493","7.3675","1.327719","0.065252","47.61528","0.786","0.162","0.052","-","-","0.954","0.011","-","-","0.256","0.744","-","-","-","-","-","-","-","0.011","0.989","-","0.010","0.070","1.000","1.000","6.0","0.034","-","0.010","0.902","0.042","-","-"
"Car SUV","6","2014","336","0.214396","26.83645","21.29305","17.82860","24.95062","417.36621","498.46884","356.18353","4366.606","48.60810","213.2476","287.0097","7.3127","1.346686","0.065933","46.63896","0.737","0.203","0.061","-","-","0.930","0.003","-","-","0.412","0.588","-","-","-","-","-","-","-","0.003","0.997","-","0.045","0.075","1.000","1.000","6.2","0.066","-","0.011","0.807","0.050","-","0.063"
"Car SUV","6","2015","335","0.196828","26.88871","21.30950","18.02282","24.70871","417.04406","493.09708","359.67073","4383.589","48.34639","213.0299","288.1660","7.3050","1.354571","0.065905","46.87603","0.670","0.265","0.065","-","-","0.987","0.013","-","-","0.519","0.481","-","-","-","-","-","-","-","0.013","0.987","0.010","0.097","0.077","1.000","1.000","6.2","-","-","0.009","0.847","0.056","0.028","0.048"
"Car SUV","6","2016","196","0.105029","26.57248","21.24534","17.61028","25.16379","418.30350","504.64828","353.16622","4390.572","48.90667","214.9243","296.3205","7.1081","1.381105","0.067600","46.91014","0.739","0.249","0.012","-","-","0.997","0.003","-","-","0.484","0.516","-","-","-","-","-","-","-","0.003","0.997","0.017","0.077","0.100","1.000","1.000","6.6","-","-","-","0.737","0.012","0.170","0.077"
"Car SUV","6","2017","178","0.090217","27.83427","22.24281","18.46488","26.30356","399.54226","481.29618","337.86309","4382.024","48.90539","213.3796","292.4246","7.0644","1.371676","0.066848","49.07889","0.733","0.241","0.027","-","-","0.989","0.011","-","-","0.223","0.777","-","-","-","-","-","-","-","0.011","0.989","0.008","0.062","0.137","1.000","1.000","6.9","-","-","-","0.509","0.027","0.392","0.062"
"Car SUV","6","2018","92","0.050176","28.75243","22.91936","19.05442","27.06099","387.74833","466.40354","328.40627","4384.271","49.03013","211.9279","287.5930","7.0868","1.358800","0.065720","50.38714","0.927","0.073","-","-","-","0.983","0.017","-","-","0.010","0.990","-","-","-","-","-","-","-","0.017","0.983","0.010","0.076","0.172","1.000","1.000","7.0","-","-","-","0.489","-","0.419","0.076"
"Car SUV","6","2019","79","0.041613","29.78143","23.57867","19.95103","27.32705","376.90851","445.44061","325.20885","4350.662","49.05030","206.5857","288.4750","6.7795","1.401998","0.066449","51.47539","0.866","0.134","-","-","-","0.967","0.033","-","-","0.188","0.812","-","-","-","-","-","-","-","0.033","0.967","0.040","0.223","0.148","1.000","1.000","8.1","-","-","-","-","-","0.636","0.331"
"Car SUV","6","2020","59","0.032844","29.33010","23.18605","19.76877","26.66305","383.29077","449.54748","333.30765","4450.248","49.85394","211.4191","289.3956","6.8980","1.369301","0.065159","51.91463","0.813","0.187","-","-","-","0.960","0.040","-","-","0.187","0.813","-","-","-","-","-","-","-","0.040","0.960","-","0.104","0.112","1.000","1.000","7.9","-","-","-","-","-","0.820","0.140"
"Car SUV","6","Prelim. 2021","-","0.069726","29.00730","22.90736","19.41746","26.50044","387.95395","457.68086","335.35295","4364.742","49.37350","209.1324","288.1206","6.8922","1.378209","0.066090","50.03291","0.640","0.360","-","-","-","1.000","-","-","-","0.165","0.835","-","-","-","-","-","-","-","-","1.000","-","0.224","0.106","1.000","1.000","8.3","-","-","-","-","-","0.729","0.271"
"Truck SUV","3","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","3","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
