Vehicle Type,Cylinder Number,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Sedan/Wagon","5","2005","134","0.016728","27.60135","22.08511","18.33321","26.11723","402.39780","484.74873","340.27341","3655.748","-","151.8142","182.6793","8.8050","1.201516","0.049845","40.41770","0.763","0.237","-","0.112","-","0.888","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.117","-","-","1.000","0.673","5.3","-","-","0.706","0.294","-","-","-"
"Sedan/Wagon","5","2006","190","0.023791","28.50516","22.81267","18.82073","27.15819","389.56420","472.19210","327.23088","3561.948","-","151.5194","171.4452","8.9976","1.130061","0.047986","40.60735","0.861","0.139","-","0.113","-","0.887","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.200","-","-","1.000","0.392","5.5","-","-","0.483","0.517","-","-","-"
"Sedan/Wagon","5","2007","201","0.024918","28.57888","22.86906","18.86577","27.22766","388.60366","471.06487","326.39609","3541.332","-","151.4303","166.1041","9.1689","1.095700","0.046791","40.49063","0.890","0.110","-","0.127","-","0.873","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.226","-","-","1.000","0.228","5.6","-","-","0.442","0.558","-","-","-"
"Sedan/Wagon","5","2008","175","0.023874","29.49996","23.55894","19.45255","28.02132","377.22406","456.85536","317.15132","3472.883","42.70612","151.3350","173.8781","8.7943","1.148208","0.050048","40.89045","0.980","0.020","-","0.142","-","0.858","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.162","-","-","1.000","0.161","5.7","-","-","0.350","0.650","-","-","-"
"Sedan/Wagon","5","2009","120","0.021245","29.53067","23.52967","19.57041","27.76749","377.69342","454.10382","320.05048","3462.971","42.59044","151.2472","172.5005","8.6270","1.139893","0.049803","40.71922","0.980","0.020","-","0.137","-","0.863","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.128","-","-","1.000","0.218","5.7","-","-","0.315","0.685","-","-","-"
"Sedan/Wagon","5","2010","103","0.016980","30.80711","24.41698","20.50424","28.52305","363.96804","433.42253","311.57255","3430.259","42.26074","150.6806","169.1973","8.8034","1.122742","0.049356","41.88649","0.992","0.008","-","0.089","-","0.911","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.046","-","-","1.000","1.000","5.8","-","-","0.201","0.799","-","-","-"
"Sedan/Wagon","5","2011","113","0.019592","32.34214","26.92401","22.98392","30.92307","330.07713","386.66161","287.39058","3530.517","43.59143","151.3131","178.9236","8.6122","1.181848","0.050626","47.55575","1.000","-","-","0.090","-","0.910","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.157","-","-","1.000","0.933","5.8","-","-","0.227","0.773","-","-","-"
"Sedan/Wagon","5","2012","233","0.031504","31.83137","26.20684","22.11222","30.46220","339.10992","401.90441","291.73863","3575.194","45.09524","151.7456","179.6116","8.6221","1.182852","0.050098","46.85753","0.998","0.002","-","0.069","-","0.931","-","-","-","0.002","0.998","-","-","-","-","-","-","-","-","1.000","0.164","-","-","1.000","1.000","5.9","-","-","0.094","0.906","-","-","-"
"Sedan/Wagon","5","2013","239","0.029060","31.87969","26.13853","22.15658","30.23814","339.99617","401.09990","293.90037","3559.304","45.10337","151.6599","180.0260","8.6368","1.186177","0.050392","46.54604","0.961","0.039","-","0.041","-","0.959","-","-","-","0.002","0.998","-","-","-","-","-","-","-","-","1.000","0.130","-","-","1.000","1.000","5.9","-","-","0.062","0.938","-","-","-"
"Sedan/Wagon","5","2014","43","0.005666","31.56391","25.64735","21.72521","29.69104","346.50755","409.06392","299.31590","3640.096","45.34429","152.0398","192.4154","8.3700","1.263894","0.052474","46.67540","0.929","0.071","-","0.028","-","0.972","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.280","-","-","1.000","1.000","6.0","-","-","0.028","0.972","-","-","-"
"Sedan/Wagon","5","2015","9","0.001098","30.39180","23.96557","20.16730","27.93450","370.82358","440.66385","318.13707","4000.000","46.90308","153.8407","250.0000","7.2605","1.625057","0.062500","47.93115","-","1.000","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Sedan/Wagon","5","2016","5","0.000661","30.65190","24.12411","20.38480","27.99860","368.38667","435.96209","317.40873","4000.000","47.47623","153.8407","250.0000","7.2605","1.625057","0.062500","48.24822","-","1.000","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Sedan/Wagon","5","2017","0","0.000035","28.44360","23.39741","18.94870","28.43330","379.82830","469.00315","312.55605","4000.000","43.50000","151.3388","394.0000","5.3599","2.603431","0.098500","46.79483","-","1.000","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","7.0","-","-","-","-","1.000","-","-"
"Sedan/Wagon","5","2018","3","0.000433","28.41022","23.44891","18.97628","28.51992","378.99412","468.32153","311.60678","3860.046","42.94019","151.3388","394.0000","5.2517","2.603431","0.102439","45.24819","-","1.000","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","7.0","-","-","-","-","1.000","-","-"
"Sedan/Wagon","5","2019","2","0.000363","28.59103","23.37961","19.14924","28.05516","380.11754","464.09142","316.76882","3871.935","42.76458","151.3388","394.0000","5.2609","2.603431","0.102104","45.24223","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","7.0","-","-","-","-","1.000","-","-"
"Sedan/Wagon","5","2020","1","0.000171","28.60548","23.57045","19.42232","28.09747","377.03982","457.56629","316.29178","3917.818","43.40414","151.3388","394.0000","5.2964","2.603431","0.100813","46.16114","-","1.000","-","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","7.0","-","-","-","-","1.000","-","-"
"Sedan/Wagon","5","Prelim. 2021","-","0.000034","29.54430","24.10292","19.36630","29.55630","368.71047","458.88986","300.68040","3500.000","42.00000","151.3388","394.0000","4.9733","2.603431","0.112571","42.18012","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","1.000","1.000","-","-","1.000","1.000","7.0","-","-","-","-","1.000","-","-"
"Minivan/Van","5","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1993","11","0.007389","21.01291","17.37462","16.00282","18.99334","511.49321","555.33976","467.90089","4157.136","-","150.0000","109.0000","13.9227","0.726667","0.026298","36.11418","1.000","-","-","0.357","-","0.643","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","-","-","4.4","-","0.643","0.357","-","-","-","-"
"Minivan/Van","5","1994","0","0.000178","20.13185","16.64699","15.05294","18.56285","533.85019","590.38320","478.75184","4259.921","-","150.0000","109.0000","13.8822","0.726667","0.025676","35.43071","1.000","-","-","0.480","-","0.520","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","-","-","4.5","-","0.520","0.480","-","-","-","-"
"Minivan/Van","5","1995","2","0.001092","19.55610","16.06995","14.75958","17.54627","553.01965","602.11739","506.48949","5000.000","-","150.0000","109.0000","16.4835","0.726667","0.021800","40.17527","1.000","-","-","0.438","-","0.562","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.4","-","0.562","0.438","-","-","-","-"
"Minivan/Van","5","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","5","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Other","1975","2","0.000229","11.45972","9.78374","8.77087","11.39158","908.34388","1,013.23992","780.13761","4500.000","-","326.0000","285.0000","-","0.874233","0.063333","22.10708","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Other","1976","2","0.000256","10.97000","9.35850","8.48700","10.70160","949.61846","1,047.13091","830.43657","4500.000","-","326.0000","244.0000","-","0.748466","0.054222","21.05661","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Other","1977","2","0.000147","11.21094","9.55858","8.69388","10.88133","929.74097","1,022.21275","816.71990","4445.482","-","326.0000","244.0000","-","0.748466","0.054961","21.26403","-","-","1.000","0.109","0.891","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Other","1978","1","0.000130","11.35624","9.66449","8.95169","10.70649","919.55143","992.77383","830.05738","4500.000","-","326.0000","267.8375","8.6473","0.821587","0.059519","21.81808","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Other","1979","1","0.000138","11.01242","9.36349","8.76390","10.21791","949.11170","1,014.04620","869.74731","4500.000","-","326.0000","244.0000","10.1586","0.748466","0.054222","21.11560","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Other","1980","0","0.000033","13.11686","11.21271","9.91614","13.34544","792.58251","896.21522","665.92031","4223.642","-","326.0000","266.6102","9.3496","0.817823","0.063269","24.14470","-","-","1.000","0.115","0.885","-","-","-","0.355","-","0.645","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.2","-","0.885","0.115","-","-","-","-"
"Sedan/Wagon","Other","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Other","1982","1","0.000146","16.53000","14.13472","12.42000","17.00400","628.73548","715.53945","522.64173","4000.000","-","326.0000","262.0000","9.8777","0.803681","0.065500","28.26944","-","-","1.000","-","1.000","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Sedan/Wagon","Other","1983","2","0.000279","16.53235","14.14027","12.36463","17.15053","628.48852","718.74384","518.17647","3988.804","-","325.1939","263.9257","8.9891","0.812555","0.066260","28.23746","-","-","1.000","0.022","0.978","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","0.978","0.022","-","-","-","-"
"Sedan/Wagon","Other","1984","3","0.000265","16.58096","14.18033","12.42482","17.14026","626.71306","715.26187","518.48673","3996.820","-","325.7710","262.5470","8.9670","0.806202","0.065716","28.34854","-","-","1.000","0.006","0.994","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","0.994","0.006","-","-","-","-"
"Sedan/Wagon","Other","1985","4","0.000398","16.47000","14.08239","12.40638","16.86742","631.07173","716.32476","526.87357","4000.000","-","325.3298","265.2953","8.7979","0.816376","0.066324","28.19851","-","-","1.000","0.028","0.972","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.1","-","0.972","0.028","-","-","-","-"
"Sedan/Wagon","Other","1986","5","0.000491","16.24027","13.85799","12.14256","16.66476","641.29075","731.88862","533.28107","3995.657","-","324.5871","269.8492","8.3202","0.833234","0.067593","27.85718","-","-","1.000","0.064","0.936","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.064","-","3.1","-","0.936","0.064","-","-","-","-"
"Sedan/Wagon","Other","1987","3","0.000306","16.67828","14.17327","12.54221","16.69760","627.02561","708.56714","532.23226","3990.718","-","323.6047","275.7060","8.3223","0.855016","0.069205","28.69567","-","-","1.000","0.110","0.890","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.110","-","3.2","-","0.890","0.110","-","-","-","-"
"Sedan/Wagon","Other","1988","9","0.000847","16.11273","13.68417","11.94104","16.40072","649.43674","744.24011","541.86632","4157.322","-","317.6758","279.6338","8.4849","0.883579","0.067415","28.64768","-","-","1.000","0.054","0.619","0.327","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.054","-","3.4","-","0.946","0.054","-","-","-","-"
"Sedan/Wagon","Other","1989","11","0.001092","16.40617","13.91166","12.03976","16.80496","638.81673","738.13788","528.83188","4309.968","-","317.8301","278.7634","8.3725","0.880107","0.064990","30.25447","-","-","1.000","0.039","0.623","0.338","-","-","-","-","0.984","0.016","-","-","-","-","-","-","-","1.000","-","-","-","0.039","-","3.4","-","0.961","0.039","-","-","-","-"
"Sedan/Wagon","Other","1990","9","0.001016","16.78818","14.21107","12.22218","17.24402","625.35762","727.12095","515.36717","4378.783","-","316.7118","280.4153","7.8867","0.888826","0.064240","31.20247","-","-","1.000","0.048","0.582","0.370","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.048","-","3.5","-","0.952","0.048","-","-","-","-"
"Sedan/Wagon","Other","1991","7","0.000810","16.64550","14.07888","11.95838","17.31988","631.22932","743.16077","513.10980","4408.768","-","312.1872","305.0617","7.4716","0.977194","0.069501","31.14844","0.016","-","0.984","0.122","0.344","0.534","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.037","-","-","0.053","-","3.8","-","0.878","0.053","0.070","-","-","-"
"Sedan/Wagon","Other","1992","5","0.000627","16.31055","13.74965","11.75308","16.66466","646.34388","756.14228","533.28429","4458.514","-","334.4827","317.0144","7.2810","0.948571","0.071500","30.70221","-","0.011","0.989","0.144","0.612","0.244","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.264","0.206","3.8","-","0.856","0.058","0.086","-","-","-"
"Sedan/Wagon","Other","1993","4","0.000425","16.79865","14.16336","11.91583","17.47869","627.46414","745.81491","508.44763","4412.427","-","376.8157","364.1282","5.9708","0.980723","0.084831","31.13093","-","0.004","0.996","0.309","0.433","0.259","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","0.434","0.405","4.6","-","0.691","0.029","0.280","-","-","-"
"Sedan/Wagon","Other","1994","7","0.000794","17.16044","14.42414","12.12403","17.72520","616.11979","733.00726","501.37647","4158.060","-","406.7828","353.9475","5.8012","0.877877","0.087593","29.95326","-","0.015","0.985","0.405","0.227","0.368","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.985","-","-","0.250","0.249","4.8","-","0.595","0.023","0.382","-","-","-"
"Sedan/Wagon","Other","1995","6","0.000590","16.69866","14.01967","11.72309","17.25916","633.89529","758.07658","514.91505","4431.847","-","389.6702","373.4683","5.9672","0.974698","0.085308","31.31555","-","0.008","0.992","0.331","0.364","0.304","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.884","-","-","0.424","0.535","4.7","-","0.563","0.127","0.309","-","-","-"
"Sedan/Wagon","Other","1996","4","0.000525","18.31262","15.37353","12.61603","19.32819","578.07145","704.42111","459.79464","4131.039","-","407.8447","381.5128","5.7170","0.949526","0.095164","31.80043","-","0.006","0.994","0.445","-","0.555","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.269","0.555","5.4","-","-","0.562","0.438","-","-","-"
"Sedan/Wagon","Other","1997","4","0.000507","17.11981","14.45284","11.51780","18.84156","614.89666","771.58825","471.67008","4217.788","-","402.6746","405.1042","5.6034","1.017552","0.099231","30.82849","-","0.018","0.982","0.408","-","0.592","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.472","0.616","5.4","-","0.016","0.594","0.390","-","-","-"
"Sedan/Wagon","Other","1998","4","0.000448","17.51789","14.69195","11.88442","18.61529","604.88927","747.78550","477.40331","4222.580","-","388.4639","394.8509","5.9191","1.027154","0.096276","31.42089","-","0.029","0.971","0.370","-","0.630","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.397","0.672","5.3","-","0.006","0.653","0.341","-","-","-"
"Sedan/Wagon","Other","1999","3","0.000369","16.13003","13.54012","10.87917","17.20648","656.34596","816.88181","516.49156","4274.037","-","394.0644","411.8022","5.7524","1.062104","0.100156","29.40247","-","0.052","0.948","0.471","-","0.529","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.458","0.589","5.4","-","0.028","0.553","0.419","-","-","-"
