Vehicle Type,Transmission Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Cylinders
"Sedan/Wagon","OT","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","OT","2011","14","0.002","119.13014","79.97573","89.63537","73.96277","47.96548","41.00029","53.21991","3626.653","44.15813","-","120.6887","9.7266","1.752941","0.032837","-","0.915","-","0.085","-","-","0.311","-","0.689","-","0.689","0.311","-","-","-","-","-","-","-","0.311","0.311","4.0"
"Sedan/Wagon","OT","2012","51","0.007","93.64128","62.99909","71.51977","57.80393","91.59672","70.40624","107.58253","3817.499","45.63876","-","156.6411","8.8698","1.517521","0.039665","-","0.867","0.057","0.076","-","-","0.677","-","0.323","-","0.323","0.677","-","-","-","-","0.048","0.002","-","0.677","0.677","4.0"
"Sedan/Wagon","OT","2013","105","0.013","103.70248","70.00685","81.77960","63.14893","71.73476","51.87379","86.71759","3870.365","46.10135","-","175.4422","8.6194","1.582185","0.044000","-","0.821","0.170","0.008","-","-","0.528","-","0.472","-","0.472","0.528","-","-","-","-","-","0.013","-","0.528","0.528","4.0"
"Sedan/Wagon","OT","2014","105","0.014","100.52868","67.67929","78.82828","61.15438","78.77479","57.85144","94.55907","3843.930","45.70956","-","185.4681","8.1393","1.920383","0.047019","-","0.706","0.029","0.265","-","0.015","0.573","-","0.413","-","0.413","0.587","-","-","-","-","0.008","0.040","-","0.587","0.531","3.8"
"Sedan/Wagon","OT","2015","123","0.016","115.44246","78.21501","89.35822","71.48969","51.07503","38.25575","60.74571","3839.499","45.58883","-","195.1432","7.9831","2.180725","0.048358","-","0.686","0.180","0.133","-","0.027","0.329","-","0.644","-","0.644","0.356","-","-","-","-","0.021","0.024","-","0.356","0.302","3.7"
"Sedan/Wagon","OT","2016","104","0.015","109.95654","74.31911","85.00269","67.88280","51.66933","32.88916","65.83683","4044.888","46.72986","-","191.2732","7.4321","1.251040","0.044682","-","0.647","0.208","0.145","-","0.162","0.241","-","0.597","-","0.597","0.403","-","-","-","-","0.059","0.012","-","0.403","0.367","3.8"
"Sedan/Wagon","OT","2017","201","0.029","116.29879","76.59662","90.15532","68.79190","56.09191","32.88914","73.59575","3955.479","45.69195","-","180.4242","7.6082","1.114164","0.043044","-","0.771","0.103","0.125","-","0.252","0.325","-","0.422","-","0.422","0.578","-","-","-","-","0.047","0.015","-","0.578","0.543","3.9"
"Sedan/Wagon","OT","2018","301","0.050","128.52679","86.27916","96.42154","79.93608","37.06103","23.65070","47.17760","4151.877","48.04789","-","274.5775","6.1139","1.203395","0.063715","-","0.348","0.327","0.325","-","0.161","0.177","-","0.662","-","0.662","0.338","-","-","-","-","0.073","0.004","-","0.338","0.326","4.0"
"Sedan/Wagon","OT","2019","228","0.043","135.24280","90.88403","101.98168","83.98918","31.25810","20.18491","39.61156","4081.571","47.43912","-","265.0721","6.2317","1.386185","0.063050","-","0.415","0.282","0.303","-","0.134","0.136","-","0.730","-","0.730","0.270","-","-","-","-","0.057","0.002","-","0.270","0.256","3.9"
"Sedan/Wagon","OT","2020","209","0.049","149.15541","101.53285","112.46671","94.59520","19.26415","11.70785","24.96451","4044.019","47.65210","-","306.5679","4.8762","1.158474","0.074195","-","0.385","0.377","0.239","-","0.047","0.140","-","0.813","-","0.813","0.187","-","-","-","-","0.015","-","-","0.187","0.182","4.0"
"Sedan/Wagon","OT","Prelim. 2021","-","0.070","137.63131","95.35788","104.57752","89.41138","19.97578","13.04620","25.24184","4212.143","49.01213","-","306.0234","5.7126","1.318357","0.071285","-","0.262","0.429","0.308","-","0.064","0.117","-","0.820","-","0.820","0.180","-","-","-","-","0.050","-","-","0.180","0.172","4.0"
"Car SUV","OT","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2012","0","0.000","108.22212","75.21160","77.86727","73.32506","0.00000","0.00000","0.00000","4035.637","44.97127","-","152.7408","7.7000","-","0.038022","-","1.000","-","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2013","1","0.001","107.86903","74.97779","77.50681","73.17653","0.00000","0.00000","0.00000","4062.419","45.02484","-","151.7945","7.0291","-","0.037662","-","1.000","-","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2014","1","0.001","107.91803","75.01860","77.57485","73.19897","0.00000","0.00000","0.00000","4059.148","45.01830","-","151.9101","7.0276","-","0.037706","-","1.000","-","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2016","18","0.009","124.40560","91.73707","89.75255","93.29322","0.00000","0.00000","0.00000","5518.049","54.50000","-","405.2974","4.8169","-","0.073437","-","-","1.000","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2017","17","0.009","122.37322","90.30904","88.03161","92.10664","0.00000","0.00000","0.00000","5742.647","54.79758","-","541.3221","4.0084","-","0.094261","-","0.000","1.000","-","-","-","-","-","1.000","-","1.000","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","OT","2018","22","0.012","97.36212","67.03151","70.60039","64.56914","44.88526","31.41432","55.04755","5469.280","52.23790","-","442.1987","5.4344","0.959604","0.077911","-","0.000","1.000","-","-","-","0.242","-","0.758","-","0.758","0.242","-","-","-","-","-","-","-","0.242","0.242","4.0"
"Car SUV","OT","2019","14","0.007","114.06383","78.68719","85.22182","74.38439","28.73717","20.11258","35.24343","5182.539","50.57501","-","397.4760","5.3953","0.959604","0.072471","-","0.272","0.728","-","-","-","0.155","-","0.845","-","0.845","0.155","-","-","-","-","-","-","-","0.155","0.155","4.0"
"Car SUV","OT","2020","65","0.036","146.70174","106.29335","113.59160","101.37955","5.40124","3.63396","6.73445","4749.687","51.36296","-","473.1022","3.7231","0.975498","0.099299","-","0.062","0.938","-","-","-","0.031","-","0.969","-","0.969","0.031","-","-","-","-","-","-","-","0.031","0.031","4.0"
"Car SUV","OT","Prelim. 2021","-","0.126","157.64915","113.56671","123.85698","106.86863","1.73035","0.71292","2.49789","4361.140","51.23590","-","315.1524","5.3986","1.061883","0.072159","-","0.053","0.466","0.481","-","-","0.018","-","0.982","-","0.982","0.018","-","-","-","-","-","-","-","0.018","0.018","4.0"
"Minivan/Van","OT","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1984","0","0.000","32.43000","27.57819","25.87500","29.99100","322.24742","343.45894","296.32223","2750.000","-","122.0000","88.0000","16.4243","0.721311","0.032000","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Minivan/Van","OT","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1987","2","0.002","18.38000","15.41895","15.42942","15.39494","576.36884","575.97747","577.26742","4000.000","-","129.0000","90.0000","18.9551","0.697674","0.022500","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Minivan/Van","OT","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1989","0","0.000","18.55053","15.43740","15.34079","15.52566","575.67999","579.30531","572.40714","4500.000","-","129.0000","90.0000","19.7695","0.697674","0.020000","-","-","1.000","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Minivan/Van","OT","1990","0","0.000","18.48000","15.30960","15.26098","15.33869","580.48539","582.33462","579.38446","4500.000","-","129.0000","90.0000","18.2127","0.697674","0.020000","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Minivan/Van","OT","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","OT","2017","3","0.005","77.97467","48.49993","62.47980","41.49570","126.26100","65.10000","172.40000","5000.000","58.00000","-","220.0000","7.5000","1.001432","0.044000","-","1.000","-","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","1.000","6.0"
"Minivan/Van","OT","2018","13","0.026","78.65430","48.49990","62.47980","41.49570","126.26100","65.10000","172.40000","5000.000","58.00000","-","220.0000","7.5000","1.001432","0.044000","-","1.000","-","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","1.000","6.0"
"Minivan/Van","OT","2019","3","0.006","72.66970","44.57880","58.05090","37.93710","141.14800","74.80000","191.20000","5000.000","58.00000","-","220.0000","7.5000","1.001432","0.044000","-","1.000","-","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","1.000","6.0"
