Vehicle Type,Transmission Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Cylinders
"Minivan/Van","OT","2020","8","0.021","72.66970","44.57880","58.05090","37.93710","141.14800","74.80000","191.20000","5000.000","58.00000","-","220.0000","7.1000","1.001432","0.044000","-","1.000","-","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","1.000","6.0"
"Minivan/Van","OT","Prelim. 2021","-","0.051","72.66970","44.57880","58.05090","37.93710","141.14800","74.80000","191.20000","5000.000","57.70000","-","220.0000","8.5000","1.001432","0.044000","-","1.000","-","-","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","1.000","1.000","6.0"
"Truck SUV","OT","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","OT","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","OT","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1991","4","0.005","15.41257","12.88492","11.81653","14.23476","689.72090","752.08220","624.31701","4803.968","-","325.8332","173.7301","11.6529","0.533320","0.036242","-","-","0.608","0.392","-","-","-","1.000","-","-","-","-","-","-","-","1.000","-","-","-","-","-","8.0"
"Truck SUV","A4","1992","0","0.001","13.03966","10.87840","10.01406","11.93208","816.94000","887.45271","744.79873","5000.000","-","357.1137","192.8578","10.8956","0.541137","0.038572","-","-","0.912","0.088","-","-","0.069","0.931","-","-","-","-","-","-","-","1.000","-","-","-","-","-","8.0"
"Truck SUV","A4","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","A4","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1981","6","0.004","26.46438","22.47456","21.45718","23.85710","395.42489","414.17372","372.50965","2750.000","-","144.0000","98.0278","15.2412","0.680748","0.035646","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1982","42","0.029","19.63364","16.74390","15.17961","19.15674","530.76037","585.45627","463.90983","3714.811","-","261.9117","131.0132","15.2616","0.524801","0.035313","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","7.0"
"Pickup","A4","1983","9","0.006","26.56160","22.50808","22.02382","23.12968","394.83596","403.51771","384.22492","2788.353","-","144.0000","98.6322","14.9401","0.684946","0.035418","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1984","27","0.013","24.55608","20.78996","20.60161","21.02488","427.46605","431.37404","422.68961","2808.808","-","144.0000","99.9583","14.7573","0.694155","0.035607","-","-","-","1.000","0.829","-","0.171","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1985","38","0.018","25.10034","21.26041","20.95555","21.64528","418.00702","424.08815","410.57454","3018.569","-","144.0000","106.6893","14.5154","0.740898","0.035425","-","-","-","1.000","0.716","-","0.284","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1986","47","0.019","23.37966","19.69685","19.61517","19.78621","451.18889","453.06782","449.15111","3133.524","-","144.0000","107.3513","14.0798","0.745495","0.034649","-","-","-","1.000","0.665","-","0.335","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1987","72","0.034","26.11357","21.96605","21.12727","23.01383","404.57889","420.64113","386.15911","3040.196","-","141.7316","102.6710","14.5668","0.725343","0.033988","-","-","0.053","0.947","0.903","-","0.097","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1988","53","0.022","24.66744","20.63747","20.07668","21.29103","430.62450","442.65291","417.40587","3112.376","-","141.9324","108.5759","14.4441","0.765356","0.035094","-","-","0.072","0.928","0.457","-","0.543","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1989","35","0.016","27.07152","22.58400","21.51692","23.86888","393.50863","413.02380","372.32579","3024.324","-","141.1065","109.1604","13.6745","0.773406","0.036134","-","-","0.049","0.951","0.381","-","0.619","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1990","32","0.018","17.77316","14.86373","13.83134","16.15542","597.89829","642.52655","550.09400","4047.251","-","259.0864","152.7453","11.6822","0.635377","0.037913","-","-","0.371","0.629","-","-","0.377","0.623","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.5"
"Pickup","A4","1991","27","0.014","20.01543","16.62841","15.66559","17.76121","534.44664","567.29425","500.36003","3683.492","-","213.2034","135.4000","12.2629","0.684074","0.036931","-","-","0.284","0.716","-","-","0.617","0.383","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.5"
"Pickup","A4","1992","16","0.009","24.81126","20.43580","19.47278","21.49790","434.87415","456.38075","413.38928","3105.220","-","156.0954","117.6958","12.1716","0.767228","0.037715","-","-","0.039","0.961","-","-","0.960","0.040","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.2"
"Pickup","A4","1993","16","0.008","26.29000","21.60853","20.18438","23.22444","411.27271","440.29087","382.65730","3000.000","-","144.0000","112.0000","11.5244","0.777778","0.037333","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1994","25","0.010","26.28000","21.50434","20.04481","23.12486","413.26550","443.35668","384.30505","3000.000","-","144.0000","112.0000","11.4461","0.777778","0.037333","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Pickup","A4","1995","20","0.009","26.26318","21.38605","19.97809","22.89902","415.55120","444.83728","388.09521","3000.000","-","147.4099","132.4594","10.5476","0.897290","0.044153","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.682","-","4.0"
"Pickup","A4","1996","27","0.014","25.87770","21.01426","19.47784","22.65609","422.90332","456.26209","392.25657","3000.000","-","149.0000","142.0000","10.4401","0.953020","0.047333","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","1998","37","0.015","26.48500","21.30187","19.70528","22.92997","417.19344","450.99599","387.57141","3000.000","-","149.0000","142.0000","10.7150","0.953020","0.047333","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","1999","24","0.009","26.48730","21.21216","19.57975","22.84433","418.95780","453.88718","389.02441","3000.000","-","149.0000","142.0000","10.6780","0.953020","0.047333","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","2000","21","0.008","26.24490","20.89778","19.38935","22.35179","425.26054","458.34432","397.59673","3000.000","-","149.0000","142.0000","10.2084","0.953020","0.047333","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","2001","21","0.008","26.01814","20.61197","19.16261","21.97043","431.15724","463.76775","404.49825","3213.551","-","149.0000","142.0000","10.4446","0.953020","0.044445","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","2002","21","0.009","26.95187","21.31699","19.45026","23.09867","416.89747","456.90898","384.74076","3238.316","-","149.0000","142.0000","10.6499","0.953020","0.044110","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","2003","22","0.009","26.95445","21.22554","19.32476","23.00570","418.69378","459.87642","386.29560","3234.458","-","149.0000","142.0000","10.5504","0.953020","0.044163","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","2004","24","0.009","26.96670","21.14222","19.20359","22.92488","420.34368","462.77808","387.65735","3216.127","-","149.0000","142.0000","10.5362","0.953020","0.044410","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","-","4.0"
"Pickup","A4","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","A4","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A5","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
